updated_by,quoted_date,qty_G00,uom,requested_date,id,qty_shipped,knitter,job,knit_style_base,close_dt,created_by,note,created_date,internal_notes,sched_done_dt,balance,qty_received,knit_start,sched_enter_dt,seconds,instructions,schedule_status,customer_service_rep,active,ship_to_processor,costing_exception_overridden,modified,knit_price,unit_cost_yarn,machine,knit_version,related_dye_order_plan,sched_done_by,purchase_order,bki,status,ship_to,qty_ordered,serial_number,split_from,sched_enter_by
9,,,lbs,2025-10-31,6600,,1,34268,"{'active': 1, 'id': 2399, 'foreign_id': 4015, 'base_style': '3009OW', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,,2025-09-03 12:55:30.164274,,,2400,0,2025-10-06,2025-09-03 12:55:30.164274,,,Required,1,1,4.0,0,2025-09-03 12:55:30.164274,0.40,1.24,120,"{'modified': '2023-09-29 08:09:09.117619', 'price': '0.40', 'target_yard_cut_wt': '7.80', 'created_time': '14:20:06.0442', 'roll_size': '50', 'foreign_id': 6167, 'knit_style_base': 2399, 'act_yard_cut_wt': '8.36', 'created_date': '2023-03-10', 'version': '0', 'id': 4333, 'active': 1}",,,,,Open,,2400,K2509005,,9
5,,256,lbs,2025-09-24,6599,1033.9,1,34262,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4584A', 'active': 1, 'id': 3255, 'foreign_id': 5148}",,52,,2025-09-03 09:57:22.578535,,,689.7,1060.3,2025-09-03,2025-09-03 09:57:22.578535,229.6,,Required,19,1,,0,2025-09-11 22:01:12.165205,0.85,1.42521,,"{'created_time': '09:48:44.861047', 'target_yard_cut_wt': '28.60', 'price': '0.85', 'modified': '2025-09-09 08:59:40.195162', 'foreign_id': 8526, 'roll_size': '250', 'act_yard_cut_wt': '29.60', 'knit_style_base': 3255, 'active': 1, 'id': 6356, 'version': '2', 'created_date': '2025-09-03'}",9072.0,,,,Open,,1750,K2509004,,52
52,,,lbs,2025-09-03,6598,68.1,1,34260,"{'active': 1, 'id': 3464, 'foreign_id': 5401, 'base_style': 'C1B4760A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,52,,2025-09-03 09:13:03.094686,,,5.6,44.4,2025-09-03,2025-09-03 09:13:03.094686,23.7,SSB Sample (CIB3941-1),,19,1,,0,2025-09-05 08:06:11.560263,0.85,2.80296,,"{'roll_size': '50', 'foreign_id': 8360, 'price': '0.85', 'modified': '2025-09-11 13:40:14.510635', 'created_time': '15:00:28.046943', 'target_yard_cut_wt': '22.60', 'version': '3', 'created_date': '2025-07-03', 'id': 6214, 'active': 1, 'knit_style_base': 3464, 'act_yard_cut_wt': '25.00'}",9070.0,,,,Open,,50,K2509003,,52
80,,,lbs,2025-09-16,6597,,1,34237,"{'active': 1, 'id': 3527, 'foreign_id': 5483, 'base_style': 'CEE4804A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,80,,2025-09-02 13:32:08.354335,,,65,0,2025-09-04,2025-09-02 13:32:08.354335,,,Required,16,1,,0,2025-09-12 09:34:07.837238,1.25,1.494674,221,"{'foreign_id': 8523, 'roll_size': '65', 'created_time': '13:04:39.2764', 'target_yard_cut_wt': '27.7', 'price': '1.25', 'modified': '2025-09-12 15:32:07.060219', 'id': 6353, 'active': 1, 'version': '1', 'created_date': '2025-09-02', 'act_yard_cut_wt': '24.05', 'knit_style_base': 3527}",9067.0,,,45436,Open,,65,K2509002,,80
10,,516.4,lbs,2025-09-05,6596,,1,34236,"{'base_style': 'KBDU600K', 'qs_customer': 'WLGO - W.L. GORE & ASSOCIATES, INC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2980, 'active': 1, 'foreign_id': 4793}",,10,,2025-09-02 12:33:18.417817,,,0,516.4,2025-09-04,2025-09-02 12:33:18.417817,,WL Gore / MR Trial,,2,1,,0,2025-09-11 19:56:09.799299,1.25,42.1,,"{'price': '1.25', 'modified': '2025-09-11 08:23:56.315228', 'created_time': '15:34:24.514573', 'target_yard_cut_wt': '4.10', 'roll_size': '74', 'foreign_id': 8522, 'knit_style_base': 2980, 'act_yard_cut_wt': '4.0', 'version': '1TMR', 'created_date': '2025-08-29', 'id': 6352, 'active': 1}",9066.0,,,,Open,,444,K2509001,,10
9,,,lbs,2025-10-17,6595,,1,34196,"{'id': 691, 'active': 1, 'foreign_id': 221, 'base_style': '721SM0627', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,,2025-08-29 09:31:04.832226,,,3200,0,2025-09-05,2025-08-29 09:31:04.832226,,,Required,1,1,3.0,0,2025-08-29 09:31:55.958763,0.60,4.03823,45,"{'version': '1', 'created_date': '2020-08-25', 'active': 1, 'id': 1767, 'knit_style_base': 691, 'act_yard_cut_wt': '29.04', 'roll_size': '80', 'foreign_id': 2912, 'price': '0.60', 'modified': '2024-02-22 08:45:10.369645', 'created_time': '11:46:10.770839', 'target_yard_cut_wt': '24.5'}",9064.0,,,,Open,,3200,K2508092,,9
9,,313.5,lbs,2025-09-05,6594,7.1,1,34173,"{'base_style': 'CF5506', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 5357, 'id': 3429, 'active': 1}",,9,,2025-08-28 11:02:20.582663,,,886.5,313.5,2025-08-29,2025-08-28 11:02:20.582663,7.1,,Required,1,1,4.0,0,2025-09-10 12:56:10.055261,1.00,5.13,83,"{'created_time': '08:31:08.3781', 'target_yard_cut_wt': '8.35', 'price': '1.00', 'modified': '2025-09-05 08:19:56.998818', 'foreign_id': 8271, 'roll_size': '50', 'act_yard_cut_wt': '8.80', 'knit_style_base': 3429, 'id': 6137, 'active': 1, 'version': '0', 'created_date': '2025-05-30'}",,,,,Open,,1200,K2508091,,9
5,2025-10-03,248,lbs,2025-10-03,6593,1754.7,1,34167,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CT3085', 'foreign_id': 2587, 'active': 1, 'id': 1317}",,72,,2025-08-27 17:05:01.488735,,,2110.5,1889.5,2025-09-08,2025-08-27 17:05:01.488735,113.2,,Required,19,1,,0,2025-09-12 11:56:22.875967,0.85,1.25512,186,"{'price': '0.85', 'modified': '2025-09-05 10:29:27.595864', 'created_time': '17:00:46.713544', 'target_yard_cut_wt': '17.80', 'roll_size': '250', 'foreign_id': 8520, 'knit_style_base': 1317, 'act_yard_cut_wt': '16.45', 'version': '1DU', 'created_date': '2025-08-27', 'id': 6350, 'active': 1}",9061.0,,,,Open,,4000,K2508090,,72
5,2025-11-28,,lbs,2025-11-28,6592,1884.0,1,34160,"{'foreign_id': 3841, 'id': 2257, 'active': 1, 'base_style': 'CEE3050', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,72,,2025-08-27 14:18:58.368858,,,14395.1,1604.9,2025-08-28,2025-08-27 14:18:58.368858,279.1,,Complete,19,1,,0,2025-09-09 20:01:14.27589,1.25,1.45697,135,"{'target_yard_cut_wt': '31.00', 'created_time': '09:36:03.462027', 'modified': '2025-09-02 13:35:45.714638', 'price': '1.25', 'foreign_id': 8418, 'roll_size': '250', 'act_yard_cut_wt': '33.75', 'knit_style_base': 2257, 'id': 6261, 'active': 1, 'created_date': '2025-07-23', 'version': '1CU'}",9057.0,,,,Open,,16000,K2508089,,72
72,2025-10-31,,lbs,2025-10-31,6591,,1,34155,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE2750', 'id': 2067, 'active': 1, 'foreign_id': 3605}",,72,,2025-08-27 13:07:17.250131,,,500,0,2025-10-13,2025-08-27 13:07:17.250131,,,Required,19,1,,0,2025-08-27 13:08:02.275632,1.25,1.53182,,"{'knit_style_base': 2067, 'act_yard_cut_wt': '41.04', 'created_date': '2025-08-27', 'version': '1L', 'active': 1, 'id': 6345, 'modified': '2025-08-27 12:58:40.093028', 'price': '1.25', 'target_yard_cut_wt': '36.50', 'created_time': '12:58:40.093028', 'roll_size': '250', 'foreign_id': 8515}",9056.0,,,,Open,,500,K2508088,,72
72,2025-10-31,,lbs,2025-10-31,6590,,1,34154,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2748', 'foreign_id': 3603, 'id': 2064, 'active': 1}",,72,,2025-08-27 13:04:36.222381,,,5750,0,2025-10-01,2025-08-27 13:04:36.222381,,,Required,19,1,,0,2025-09-12 15:02:15.50397,1.25,1.53623,,"{'modified': '2025-09-12 14:57:32.26296', 'price': '1.25', 'target_yard_cut_wt': '39.00', 'created_time': '12:57:43.31588', 'roll_size': '250', 'foreign_id': 8514, 'knit_style_base': 2064, 'act_yard_cut_wt': '42.50', 'created_date': '2025-08-27', 'version': '1D', 'active': 1, 'id': 6344}",9055.0,,,,Open,,5750,K2508087,,72
72,2025-10-31,,lbs,2025-10-31,6589,,1,34153,"{'foreign_id': 3602, 'id': 2063, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2746'}",,72,,2025-08-27 13:00:48.260541,,,2000,0,2025-10-01,2025-08-27 13:00:48.260541,,,Required,19,1,,0,2025-09-12 14:10:10.63889,1.25,1.53623,,"{'act_yard_cut_wt': '41.98', 'knit_style_base': 2063, 'active': 1, 'id': 6343, 'version': '1L', 'created_date': '2025-08-27', 'created_time': '12:56:38.640032', 'target_yard_cut_wt': '39.00', 'price': '1.25', 'modified': '2025-09-12 14:06:32.136172', 'foreign_id': 8513, 'roll_size': '250'}",9054.0,,,,Open,,2000,K2508086,,72
9,,687.2,lbs,2025-09-12,6588,,1,34149,"{'foreign_id': 3065, 'id': 1662, 'active': 1, 'base_style': '2094', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.'}",,9,,2025-08-27 11:57:39.844006,,,704.8,687.2,2025-08-28,2025-08-27 11:57:39.844006,42,,Required,1,1,4.0,0,2025-09-12 14:06:28.521046,0.60,2.50402,22,"{'knit_style_base': 1662, 'act_yard_cut_wt': '15.60', 'created_date': '2025-08-27', 'version': '1', 'id': 6342, 'active': 1, 'modified': '2025-08-27 11:50:46.259834', 'price': '0.60', 'target_yard_cut_wt': '17.25', 'created_time': '11:50:46.259834', 'roll_size': '58', 'foreign_id': 8512}",,,,,Open,,1392,K2508085,,9
9,,90.3,lbs,2025-09-05,6587,13.8,1,34146,"{'base_style': 'CF5476', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3337, 'foreign_id': 5240}",,9,,2025-08-27 10:00:12.463211,,,109.7,90.3,2025-08-28,2025-08-27 10:00:12.463211,163.8,,Required,1,1,1.0,0,2025-09-12 19:01:12.681085,1.00,0,88,"{'price': '1.00', 'modified': '2025-09-09 08:20:34.390683', 'created_time': '10:41:35.293498', 'target_yard_cut_wt': '9.15', 'roll_size': '50', 'foreign_id': 8041, 'knit_style_base': 3337, 'act_yard_cut_wt': '9.20', 'version': '0', 'created_date': '2025-02-17', 'id': 5950, 'active': 1}",,,,,Open,,200,K2508084,,9
72,2025-10-30,982,lbs,2025-10-30,6586,4558,1,33438,"{'id': 2906, 'active': 1, 'foreign_id': 4695, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4313A'}",,72,,2025-08-27 08:50:34.643899,,,18225,5525,2025-08-27,2025-08-27 08:50:34.643899,15,,Complete,19,1,,0,2025-09-12 15:56:09.346557,0.85,2.5589,187,"{'roll_size': '250', 'foreign_id': 8452, 'modified': '2025-08-06 10:08:12.682026', 'price': '0.85', 'target_yard_cut_wt': '34.5', 'created_time': '10:06:27.051648', 'created_date': '2025-08-06', 'version': '3RECU', 'active': 1, 'id': 6293, 'knit_style_base': 2906, 'act_yard_cut_wt': '34.20'}",8902.0,,,45301,Open,,23750,K2508083,6464.0,72
80,,,lbs,2025-08-29,6585,,1,34140,"{'active': 1, 'id': 3470, 'foreign_id': 5414, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5513'}",,80,,2025-08-26 16:30:51.111224,,,100,0,2025-08-27,2025-08-26 16:30:51.111224,,,Required,16,1,,0,2025-09-12 11:37:21.488137,2.00,4.86572,66,"{'modified': '2025-08-26 16:37:31.318238', 'price': '2.00', 'target_yard_cut_wt': '7.80', 'created_time': '16:13:40.326667', 'roll_size': '50', 'foreign_id': 8510, 'knit_style_base': 3470, 'act_yard_cut_wt': '7.70', 'created_date': '2025-08-26', 'version': 'T', 'active': 1, 'id': 6341}",9050.0,,,45410,Open,,100,K2508082,,80
9,,25.3,lbs,2025-08-29,6584,,1,34113,"{'active': 1, 'id': 3525, 'foreign_id': 5480, 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5528'}",,9,,2025-08-25 12:06:34.979301,,,0,25.3,2025-08-27,2025-08-25 12:06:34.979301,,,Required,1,1,4.0,0,2025-08-28 22:31:12.655856,0.60,0.253628,65,"{'roll_size': '25', 'foreign_id': 8507, 'price': '0.60', 'modified': '2025-08-29 09:35:22.861607', 'created_time': '08:47:31.670632', 'target_yard_cut_wt': '9.10', 'version': '0', 'created_date': '2025-08-25', 'id': 6338, 'active': 1, 'knit_style_base': 3525, 'act_yard_cut_wt': '10.45'}",,,,,Open,,25,K2508081,,9
72,2025-09-12,927.8,lbs,2025-09-12,6583,19.6,1,34112,"{'foreign_id': 2921, 'id': 1552, 'active': 1, 'base_style': 'C2B3237', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,72,,2025-08-25 12:06:22.014942,,,822.2,927.8,2025-09-01,2025-08-25 12:06:22.014942,105.8,,Required,19,1,,0,2025-09-12 16:36:09.30406,0.85,1.43968,199,"{'modified': '2025-09-09 08:52:53.395795', 'price': '0.85', 'target_yard_cut_wt': '30.50', 'created_time': '15:50:38.258385', 'roll_size': '250', 'foreign_id': 8155, 'knit_style_base': 1552, 'act_yard_cut_wt': '30.5', 'created_date': '2025-04-03', 'version': '3B', 'active': 1, 'id': 6048}",9048.0,,,45403,Open,,1750,K2508080,,72
9,,,lbs,2025-08-29,6582,,1,34111,"{'base_style': 'CF5527', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3524, 'active': 1, 'foreign_id': 5479}",,9,,2025-08-25 12:04:57.185214,,,500,0,2025-08-27,2025-08-25 12:04:57.185214,,,Required,1,1,4.0,0,2025-08-25 12:07:04.027001,0.60,0,44,"{'created_date': '2025-08-25', 'version': '0', 'active': 1, 'id': 6337, 'knit_style_base': 3524, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8506, 'modified': '2025-08-25 11:48:39.38107', 'price': '0.60', 'target_yard_cut_wt': '8.40', 'created_time': '08:39:02.857798'}",,,,,Open,,500,K2508079,,9
9,,,lbs,2025-09-26,6581,,1,34109,"{'foreign_id': 4991, 'active': 1, 'id': 3132, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'base_style': '1924'}",,9,,2025-08-25 11:18:27.593672,,,800,0,2025-08-26,2025-08-25 11:18:27.593672,,,Required,1,1,1.0,0,2025-08-28 08:33:54.309172,1.25,9.518815,57,"{'act_yard_cut_wt': None, 'knit_style_base': 3132, 'id': 5607, 'active': 1, 'version': '0', 'created_date': '2024-09-05', 'created_time': '14:02:37.247303', 'target_yard_cut_wt': '11.30', 'price': '1.25', 'modified': '2025-08-27 08:28:01.048211', 'foreign_id': 7641, 'roll_size': '50'}",,,,,Open,,800,K2508078,,9
72,2025-09-05,,lbs,2025-09-05,6580,790.9,1,34086,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4139A', 'foreign_id': 4448, 'active': 1, 'id': 2725}",,72,,2025-08-22 11:28:31.981894,,,0,768,2025-08-25,2025-08-22 11:28:31.981894,22.9,,Complete,19,1,,0,2025-09-03 14:21:12.545664,0.85,2.54499,194,"{'price': '0.85', 'modified': '2025-09-04 13:36:53.196793', 'created_time': '14:38:28.589309', 'target_yard_cut_wt': '15.00', 'roll_size': '250', 'foreign_id': 8501, 'knit_style_base': 2725, 'act_yard_cut_wt': '17.55', 'version': '1B', 'created_date': '2025-08-19', 'id': 6332, 'active': 1}",9046.0,,,,Open,,750,K2508077,,72
72,2025-09-12,,lbs,2025-09-12,6579,1490.6,1,34084,"{'id': 250, 'active': 1, 'foreign_id': 831, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2222'}",,72,,2025-08-22 11:14:24.469183,,,96.9000000000001,1403.1,2025-08-25,2025-08-22 11:14:24.469183,87.5,,Complete,19,1,,0,2025-09-04 17:06:13.665984,0.85,2.10848,199,"{'foreign_id': 8505, 'roll_size': '250', 'created_time': '10:48:50.637651', 'target_yard_cut_wt': '18.25', 'price': '0.85', 'modified': '2025-09-04 13:12:05.110316', 'id': 6336, 'active': 1, 'version': '1AT', 'created_date': '2025-08-22', 'act_yard_cut_wt': '21.05', 'knit_style_base': 250}",9045.0,,,,Open,,1500,K2508076,,72
5,2025-10-31,746,lbs,2025-10-31,6578,17.3,1,34083,"{'id': 2991, 'active': 1, 'foreign_id': 4806, 'base_style': 'C1B4125A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,2025-08-22 11:10:12.207924,,,7754,746,2025-08-27,2025-08-22 11:10:12.207924,265.3,,Required,19,1,,0,2025-09-12 22:51:12.602266,0.85,2.49394,197,"{'price': '0.85', 'modified': '2025-09-08 16:43:05.495307', 'created_time': '11:07:12.510032', 'target_yard_cut_wt': '19', 'roll_size': '250', 'foreign_id': 8074, 'knit_style_base': 2991, 'act_yard_cut_wt': '18.85', 'version': '1T', 'created_date': '2025-03-06', 'id': 5978, 'active': 1}",9044.0,,,45432,Open,,8500,K2508075,,72
72,2025-08-29,,lbs,2025-08-29,6577,700.1,1,34079,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE3267', 'id': 1495, 'active': 1, 'foreign_id': 2853}",,72,,2025-08-21 16:14:36.388713,,,344.5,655.5,2025-08-22,2025-08-21 16:14:36.388713,44.6,,Complete,19,1,,0,2025-09-03 21:16:10.266054,1.20,2.87499,221,"{'act_yard_cut_wt': '29.15', 'knit_style_base': 1495, 'active': 1, 'id': 6305, 'created_date': '2025-08-11', 'version': '3CEL', 'target_yard_cut_wt': '26.00', 'created_time': '13:33:55.13273', 'modified': '2025-08-21 16:10:55.637199', 'price': '1.25', 'foreign_id': 8469, 'roll_size': '250'}",9043.0,,,45390,Open,,1000,K2508074,,72
72,2025-09-12,517,lbs,2025-09-12,6576,1896.7,1,34075,"{'foreign_id': 4821, 'active': 1, 'id': 2999, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4374A'}",,72,,2025-08-21 15:47:08.459959,,,349,2401,2025-08-25,2025-08-21 15:47:08.459959,12.7,,Complete,19,1,,0,2025-09-12 10:56:09.585662,0.85,4.39475,195,"{'created_date': '2025-08-21', 'version': '1H', 'id': 6335, 'active': 1, 'knit_style_base': 2999, 'act_yard_cut_wt': '26.00', 'roll_size': '250', 'foreign_id': 8504, 'modified': '2025-09-11 11:42:52.182184', 'price': '0.85', 'target_yard_cut_wt': '26.40', 'created_time': '15:43:38.162484'}",9042.0,,,,Open,,2750,K2508073,,72
9,,,lbs,2025-09-05,6575,143.5,1,34069,"{'foreign_id': 5008, 'id': 3287, 'active': 1, 'base_style': 'CF5430', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None}",,9,,2025-08-21 13:39:44.788745,,,11.8,138.2,2025-08-25,2025-08-21 13:39:44.788745,5.3,,Required,1,1,4.0,0,2025-08-26 19:26:10.741144,0.50,0.22562,65,"{'created_time': '09:37:23.286787', 'target_yard_cut_wt': '14.00', 'price': '0.50', 'modified': '2025-08-25 12:48:50.606575', 'foreign_id': 7677, 'roll_size': '30', 'act_yard_cut_wt': '11.00', 'knit_style_base': 3287, 'active': 1, 'id': 5874, 'version': '0', 'created_date': '2024-09-18'}",,,ML81924-H,,Open,,150,K2508072,,9
9,,1077.9,lbs,2025-09-26,6574,2382.0,1,34067,"{'id': 3289, 'active': 1, 'foreign_id': 5157, 'base_style': 'CF5459', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,,2025-08-21 13:38:37.441771,,,140.1,3459.9,2025-09-15,2025-08-21 13:38:37.441771,,,Required,1,1,4.0,0,2025-09-10 15:31:19.177802,0.50,0,58,"{'foreign_id': 7893, 'roll_size': '50', 'target_yard_cut_wt': '10.00', 'created_time': '16:01:26.261629', 'modified': '2025-06-26 16:24:19.368616', 'price': '0.50', 'active': 1, 'id': 5875, 'created_date': '2024-12-03', 'version': '0', 'act_yard_cut_wt': '10.15', 'knit_style_base': 3289}",,,ML81924-H,,Open,,3600,K2508071,,9
9,,588.1,lbs,2025-09-26,6572,1232.3,1,34058,"{'id': 1774, 'active': 1, 'foreign_id': 3232, 'base_style': '1945', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,,2025-08-21 11:26:43.916463,,,1814.7,1785.3,2025-09-01,2025-08-21 11:26:43.916463,47.7,,Required,1,1,4.0,0,2025-09-11 13:26:19.258682,0.55,1.85,94,"{'modified': '2025-08-27 11:18:53.884527', 'price': '0.55', 'target_yard_cut_wt': '10.00', 'created_time': '12:59:39.688667', 'roll_size': '50', 'foreign_id': 8508, 'knit_style_base': 1774, 'act_yard_cut_wt': '8.24', 'created_date': '2025-08-25', 'version': 'R', 'id': 6339, 'active': 1}",9036.0,,250277,,Open,,3600,K2508069,,9
9,,,lbs,2025-09-12,6571,3527.5,1,34054,"{'active': 1, 'id': 1662, 'foreign_id': 3065, 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '2094'}",,9,,2025-08-21 09:12:44.132513,,,1382.7,3489.3,2025-08-25,2025-08-21 09:12:44.132513,38.2,,Required,1,1,4.0,0,2025-09-05 15:26:37.279325,0.60,0.68894,39,"{'created_date': '2025-08-25', 'version': 'R', 'active': 1, 'id': 6340, 'knit_style_base': 1662, 'act_yard_cut_wt': '15.60', 'roll_size': '58', 'foreign_id': 8509, 'modified': '2025-08-27 11:17:15.193741', 'price': '0.60', 'target_yard_cut_wt': '17.25', 'created_time': '13:00:39.233336'}",9035.0,,250274,,Open,,4872,K2508068,,9
52,,,lbs,2025-11-20,6570,2326,1,34047,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4584A', 'foreign_id': 5148, 'id': 3255, 'active': 1}",,52,,2025-08-20 15:26:11.734646,,,1674,2326,,2025-08-20 15:26:11.734646,,,,19,1,,0,2025-09-05 17:06:20.573068,0.85,1.42521,,"{'roll_size': '250', 'foreign_id': 8503, 'modified': '2025-08-21 10:35:34.039565', 'price': '0.85', 'target_yard_cut_wt': '28.60', 'created_time': '10:52:04.041396', 'created_date': '2025-08-20', 'version': '1E', 'active': 1, 'id': 6334, 'knit_style_base': 3255, 'act_yard_cut_wt': '27.20'}",9033.0,,,,Open,,4000,K2508067,,52
10,,1393.8,lbs,2025-09-12,6569,,1,34041,"{'active': 1, 'id': 2519, 'foreign_id': 4171, 'base_style': '125792', 'qs_customer': 'STHS - STRAEHLE + HESS USA', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,10,,2025-08-20 11:56:43.153435,,,55.7,1393.8,,2025-08-20 11:56:43.153435,60.1,STHS / 14 PC Lots,,2,1,4.0,0,2025-09-13 00:15:38.607271,1.00,2.47644,,"{'act_yard_cut_wt': '15.60', 'knit_style_base': 2519, 'active': 1, 'id': 5935, 'created_date': '2025-02-07', 'version': '1', 'target_yard_cut_wt': '16.50', 'created_time': '09:01:07.648032', 'modified': '2025-04-21 15:45:48.072651', 'price': '1.00', 'foreign_id': 8020, 'roll_size': '50'}",9032.0,,4500226868,,Open,,1400,K2508066,,10
72,2025-09-19,,lbs,2025-09-19,6568,991.7,1,34034,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2876', 'id': 1128, 'active': 1, 'foreign_id': 2317}",,72,,2025-08-20 09:37:18.094033,,,29,971,,2025-08-20 09:37:18.094033,20.7,,Required,19,1,,0,2025-09-09 14:36:12.83655,0.85,2.17504,,"{'id': 6331, 'active': 1, 'version': '2', 'created_date': '2025-08-19', 'act_yard_cut_wt': '24.55', 'knit_style_base': 1128, 'foreign_id': 8500, 'roll_size': '250', 'created_time': '10:21:25.927849', 'target_yard_cut_wt': '22.60', 'price': '0.85', 'modified': '2025-09-05 10:30:40.17586'}",9031.0,,,,Open,,1000,K2508065,,72
