serial_number,split_from,sched_enter_by,status,qty_ordered,ship_to,bki,related_dye_order_plan,purchase_order,sched_done_by,knit_version,unit_cost_yarn,machine,modified,knit_price,costing_exception_overridden,ship_to_processor,active,customer_service_rep,schedule_status,instructions,seconds,qty_received,sched_enter_dt,knit_start,sched_done_dt,balance,internal_notes,note,created_date,created_by,knit_style_base,close_dt,job,qty_shipped,id,knitter,quoted_date,qty_G00,uom,requested_date,updated_by
K2509005,,9,Open,2400,,,,,,"{'active': 1, 'id': 4333, 'created_date': '2023-03-10', 'version': '0', 'act_yard_cut_wt': '8.36', 'knit_style_base': 2399, 'foreign_id': 6167, 'roll_size': '50', 'target_yard_cut_wt': '7.80', 'created_time': '14:20:06.0442', 'modified': '2023-09-29 08:09:09.117619', 'price': '0.40'}",1.24,120,2025-09-03 12:55:30.164274,0.40,0,4.0,1,1,Required,,,0,2025-09-03 12:55:30.164274,2025-10-06,,2400,,,2025-09-03 12:55:30.164274,9,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'base_style': '3009OW', 'foreign_id': 4015, 'id': 2399, 'active': 1}",,34268,,6600,1,,,lbs,2025-10-31,9
K2509004,,52,Open,1750,,,9072.0,,,"{'created_time': '09:48:44.861047', 'target_yard_cut_wt': '28.60', 'price': '0.85', 'modified': '2025-09-09 08:59:40.195162', 'foreign_id': 8526, 'roll_size': '250', 'act_yard_cut_wt': '29.60', 'knit_style_base': 3255, 'active': 1, 'id': 6356, 'version': '2', 'created_date': '2025-09-03'}",1.42521,,2025-09-11 22:01:12.165205,0.85,0,,1,19,Required,,229.6,1060.3,2025-09-03 09:57:22.578535,2025-09-03,,689.7,,,2025-09-03 09:57:22.578535,52,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4584A', 'foreign_id': 5148, 'active': 1, 'id': 3255}",,34262,1033.9,6599,1,,256,lbs,2025-09-24,5
K2509003,,52,Open,50,,,9070.0,,,"{'created_time': '15:00:28.046943', 'target_yard_cut_wt': '22.60', 'price': '0.85', 'modified': '2025-09-11 13:40:14.510635', 'foreign_id': 8360, 'roll_size': '50', 'act_yard_cut_wt': '25.00', 'knit_style_base': 3464, 'active': 1, 'id': 6214, 'version': '3', 'created_date': '2025-07-03'}",2.80296,,2025-09-05 08:06:11.560263,0.85,0,,1,19,,SSB Sample (CIB3941-1),23.7,44.4,2025-09-03 09:13:03.094686,2025-09-03,,5.6,,,2025-09-03 09:13:03.094686,52,"{'id': 3464, 'active': 1, 'foreign_id': 5401, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4760A'}",,34260,68.1,6598,1,,,lbs,2025-09-03,52
K2509002,,80,Open,65,,45436,9067.0,,,"{'foreign_id': 8523, 'roll_size': '65', 'target_yard_cut_wt': '27.7', 'created_time': '13:04:39.2764', 'modified': '2025-09-12 15:32:07.060219', 'price': '1.25', 'active': 1, 'id': 6353, 'created_date': '2025-09-02', 'version': '1', 'act_yard_cut_wt': '24.05', 'knit_style_base': 3527}",1.494674,221,2025-09-12 09:34:07.837238,1.25,0,,1,16,Required,,,0,2025-09-02 13:32:08.354335,2025-09-04,,65,,,2025-09-02 13:32:08.354335,80,"{'base_style': 'CEE4804A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 5483, 'id': 3527, 'active': 1}",,34237,,6597,1,,,lbs,2025-09-16,80
K2509001,,10,Open,444,,,9066.0,,,"{'act_yard_cut_wt': '4.0', 'knit_style_base': 2980, 'active': 1, 'id': 6352, 'created_date': '2025-08-29', 'version': '1TMR', 'target_yard_cut_wt': '4.10', 'created_time': '15:34:24.514573', 'modified': '2025-09-11 08:23:56.315228', 'price': '1.25', 'foreign_id': 8522, 'roll_size': '74'}",42.1,,2025-09-11 19:56:09.799299,1.25,0,,1,2,,WL Gore / MR Trial,,516.4,2025-09-02 12:33:18.417817,2025-09-04,,0,,,2025-09-02 12:33:18.417817,10,"{'qs_customer': 'WLGO - W.L. GORE & ASSOCIATES, INC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'KBDU600K', 'id': 2980, 'active': 1, 'foreign_id': 4793}",,34236,,6596,1,,516.4,lbs,2025-09-05,10
K2508092,,9,Open,3200,,,9064.0,,,"{'version': '1', 'created_date': '2020-08-25', 'active': 1, 'id': 1767, 'knit_style_base': 691, 'act_yard_cut_wt': '29.04', 'roll_size': '80', 'foreign_id': 2912, 'price': '0.60', 'modified': '2024-02-22 08:45:10.369645', 'created_time': '11:46:10.770839', 'target_yard_cut_wt': '24.5'}",4.03823,45,2025-08-29 09:31:55.958763,0.60,0,3.0,1,1,Required,,,0,2025-08-29 09:31:04.832226,2025-09-05,,3200,,,2025-08-29 09:31:04.832226,9,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': '721SM0627', 'foreign_id': 221, 'active': 1, 'id': 691}",,34196,,6595,1,,,lbs,2025-10-17,9
K2508091,,9,Open,1200,,,,,,"{'roll_size': '50', 'foreign_id': 8271, 'modified': '2025-09-05 08:19:56.998818', 'price': '1.00', 'target_yard_cut_wt': '8.35', 'created_time': '08:31:08.3781', 'created_date': '2025-05-30', 'version': '0', 'active': 1, 'id': 6137, 'knit_style_base': 3429, 'act_yard_cut_wt': '8.80'}",5.13,83,2025-09-10 12:56:10.055261,1.00,0,4.0,1,1,Required,,7.1,313.5,2025-08-28 11:02:20.582663,2025-08-29,,886.5,,,2025-08-28 11:02:20.582663,9,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5506', 'active': 1, 'id': 3429, 'foreign_id': 5357}",,34173,7.1,6594,1,,313.5,lbs,2025-09-05,9
K2508090,,72,Open,4000,,,9061.0,,,"{'price': '0.85', 'modified': '2025-09-05 10:29:27.595864', 'created_time': '17:00:46.713544', 'target_yard_cut_wt': '17.80', 'roll_size': '250', 'foreign_id': 8520, 'knit_style_base': 1317, 'act_yard_cut_wt': '16.45', 'version': '1DU', 'created_date': '2025-08-27', 'id': 6350, 'active': 1}",1.25512,186,2025-09-12 11:56:22.875967,0.85,0,,1,19,Required,,113.2,1889.5,2025-08-27 17:05:01.488735,2025-09-08,,2110.5,,,2025-08-27 17:05:01.488735,72,"{'base_style': 'CT3085', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 2587, 'id': 1317, 'active': 1}",,34167,1754.7,6593,1,2025-10-03,248,lbs,2025-10-03,5
K2508089,,72,Open,16000,,,9057.0,,,"{'modified': '2025-09-02 13:35:45.714638', 'price': '1.25', 'target_yard_cut_wt': '31.00', 'created_time': '09:36:03.462027', 'roll_size': '250', 'foreign_id': 8418, 'knit_style_base': 2257, 'act_yard_cut_wt': '33.75', 'created_date': '2025-07-23', 'version': '1CU', 'id': 6261, 'active': 1}",1.45697,135,2025-09-09 20:01:14.27589,1.25,0,,1,19,Complete,,279.1,1604.9,2025-08-27 14:18:58.368858,2025-08-28,,14395.1,,,2025-08-27 14:18:58.368858,72,"{'foreign_id': 3841, 'id': 2257, 'active': 1, 'base_style': 'CEE3050', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,34160,1884.0,6592,1,2025-11-28,,lbs,2025-11-28,5
K2508088,,72,Open,500,,,9056.0,,,"{'roll_size': '250', 'foreign_id': 8515, 'price': '1.25', 'modified': '2025-08-27 12:58:40.093028', 'created_time': '12:58:40.093028', 'target_yard_cut_wt': '36.50', 'version': '1L', 'created_date': '2025-08-27', 'active': 1, 'id': 6345, 'knit_style_base': 2067, 'act_yard_cut_wt': '41.04'}",1.53182,,2025-08-27 13:08:02.275632,1.25,0,,1,19,Required,,,0,2025-08-27 13:07:17.250131,2025-10-13,,500,,,2025-08-27 13:07:17.250131,72,"{'base_style': 'CEE2750', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2067, 'active': 1, 'foreign_id': 3605}",,34155,,6591,1,2025-10-31,,lbs,2025-10-31,72
K2508087,,72,Open,5750,,,9055.0,,,"{'knit_style_base': 2064, 'act_yard_cut_wt': '42.50', 'version': '1D', 'created_date': '2025-08-27', 'id': 6344, 'active': 1, 'price': '1.25', 'modified': '2025-09-12 14:57:32.26296', 'created_time': '12:57:43.31588', 'target_yard_cut_wt': '39.00', 'roll_size': '250', 'foreign_id': 8514}",1.53623,,2025-09-12 15:02:15.50397,1.25,0,,1,19,Required,,,0,2025-08-27 13:04:36.222381,2025-10-01,,5750,,,2025-08-27 13:04:36.222381,72,"{'foreign_id': 3603, 'active': 1, 'id': 2064, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2748'}",,34154,,6590,1,2025-10-31,,lbs,2025-10-31,72
K2508086,,72,Open,2000,,,9054.0,,,"{'target_yard_cut_wt': '39.00', 'created_time': '12:56:38.640032', 'modified': '2025-09-12 14:06:32.136172', 'price': '1.25', 'foreign_id': 8513, 'roll_size': '250', 'act_yard_cut_wt': '41.98', 'knit_style_base': 2063, 'id': 6343, 'active': 1, 'created_date': '2025-08-27', 'version': '1L'}",1.53623,,2025-09-12 14:10:10.63889,1.25,0,,1,19,Required,,,0,2025-08-27 13:00:48.260541,2025-10-01,,2000,,,2025-08-27 13:00:48.260541,72,"{'id': 2063, 'active': 1, 'foreign_id': 3602, 'base_style': 'CEE2746', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,34153,,6589,1,2025-10-31,,lbs,2025-10-31,72
K2508085,,9,Open,1392,,,,,,"{'roll_size': '58', 'foreign_id': 8512, 'modified': '2025-08-27 11:50:46.259834', 'price': '0.60', 'target_yard_cut_wt': '17.25', 'created_time': '11:50:46.259834', 'created_date': '2025-08-27', 'version': '1', 'active': 1, 'id': 6342, 'knit_style_base': 1662, 'act_yard_cut_wt': '15.60'}",2.50402,22,2025-09-12 14:06:28.521046,0.60,0,4.0,1,1,Required,,42,687.2,2025-08-27 11:57:39.844006,2025-08-28,,704.8,,,2025-08-27 11:57:39.844006,9,"{'foreign_id': 3065, 'id': 1662, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'base_style': '2094'}",,34149,,6588,1,,687.2,lbs,2025-09-12,9
K2508084,,9,Open,200,,,,,,"{'knit_style_base': 3337, 'act_yard_cut_wt': '9.20', 'created_date': '2025-02-17', 'version': '0', 'id': 5950, 'active': 1, 'modified': '2025-09-09 08:20:34.390683', 'price': '1.00', 'target_yard_cut_wt': '9.15', 'created_time': '10:41:35.293498', 'roll_size': '50', 'foreign_id': 8041}",0,88,2025-09-12 19:01:12.681085,1.00,0,1.0,1,1,Required,,163.8,90.3,2025-08-27 10:00:12.463211,2025-08-28,,109.7,,,2025-08-27 10:00:12.463211,9,"{'foreign_id': 5240, 'active': 1, 'id': 3337, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5476'}",,34146,13.8,6587,1,,90.3,lbs,2025-09-05,9
K2508083,6464.0,72,Open,23750,,45301,8902.0,,,"{'roll_size': '250', 'foreign_id': 8452, 'modified': '2025-08-06 10:08:12.682026', 'price': '0.85', 'target_yard_cut_wt': '34.5', 'created_time': '10:06:27.051648', 'created_date': '2025-08-06', 'version': '3RECU', 'id': 6293, 'active': 1, 'knit_style_base': 2906, 'act_yard_cut_wt': '34.20'}",2.5589,187,2025-09-12 15:56:09.346557,0.85,0,,1,19,Complete,,15,5525,2025-08-27 08:50:34.643899,2025-08-27,,18225,,,2025-08-27 08:50:34.643899,72,"{'foreign_id': 4695, 'id': 2906, 'active': 1, 'base_style': 'C1B4313A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,33438,4558,6586,1,2025-10-30,982,lbs,2025-10-30,72
K2508082,,80,Open,100,,45410,9050.0,,,"{'target_yard_cut_wt': '7.80', 'created_time': '16:13:40.326667', 'modified': '2025-08-26 16:37:31.318238', 'price': '2.00', 'foreign_id': 8510, 'roll_size': '50', 'act_yard_cut_wt': '7.70', 'knit_style_base': 3470, 'active': 1, 'id': 6341, 'created_date': '2025-08-26', 'version': 'T'}",4.86572,66,2025-09-12 11:37:21.488137,2.00,0,,1,16,Required,,,0,2025-08-26 16:30:51.111224,2025-08-27,,100,,,2025-08-26 16:30:51.111224,80,"{'id': 3470, 'active': 1, 'foreign_id': 5414, 'base_style': 'CF5513', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,34140,,6585,1,,,lbs,2025-08-29,80
K2508081,,9,Open,25,,,,,,"{'roll_size': '25', 'foreign_id': 8507, 'price': '0.60', 'modified': '2025-08-29 09:35:22.861607', 'created_time': '08:47:31.670632', 'target_yard_cut_wt': '9.10', 'version': '0', 'created_date': '2025-08-25', 'active': 1, 'id': 6338, 'knit_style_base': 3525, 'act_yard_cut_wt': '10.45'}",0.253628,65,2025-08-28 22:31:12.655856,0.60,0,4.0,1,1,Required,,,25.3,2025-08-25 12:06:34.979301,2025-08-27,,0,,,2025-08-25 12:06:34.979301,9,"{'foreign_id': 5480, 'active': 1, 'id': 3525, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'base_style': 'CF5528'}",,34113,,6584,1,,25.3,lbs,2025-08-29,9
K2508080,,72,Open,1750,,45403,9048.0,,,"{'created_time': '15:50:38.258385', 'target_yard_cut_wt': '30.50', 'price': '0.85', 'modified': '2025-09-09 08:52:53.395795', 'foreign_id': 8155, 'roll_size': '250', 'act_yard_cut_wt': '30.5', 'knit_style_base': 1552, 'active': 1, 'id': 6048, 'version': '3B', 'created_date': '2025-04-03'}",1.43968,199,2025-09-12 16:36:09.30406,0.85,0,,1,19,Required,,105.8,927.8,2025-08-25 12:06:22.014942,2025-09-01,,822.2,,,2025-08-25 12:06:22.014942,72,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C2B3237', 'id': 1552, 'active': 1, 'foreign_id': 2921}",,34112,19.6,6583,1,2025-09-12,927.8,lbs,2025-09-12,72
K2508079,,9,Open,500,,,,,,"{'foreign_id': 8506, 'roll_size': '50', 'created_time': '08:39:02.857798', 'target_yard_cut_wt': '8.40', 'price': '0.60', 'modified': '2025-08-25 11:48:39.38107', 'active': 1, 'id': 6337, 'version': '0', 'created_date': '2025-08-25', 'act_yard_cut_wt': None, 'knit_style_base': 3524}",0,44,2025-08-25 12:07:04.027001,0.60,0,4.0,1,1,Required,,,0,2025-08-25 12:04:57.185214,2025-08-27,,500,,,2025-08-25 12:04:57.185214,9,"{'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5527', 'active': 1, 'id': 3524, 'foreign_id': 5479}",,34111,,6582,1,,,lbs,2025-08-29,9
K2508078,,9,Open,800,,,,,,"{'modified': '2025-08-27 08:28:01.048211', 'price': '1.25', 'target_yard_cut_wt': '11.30', 'created_time': '14:02:37.247303', 'roll_size': '50', 'foreign_id': 7641, 'knit_style_base': 3132, 'act_yard_cut_wt': None, 'created_date': '2024-09-05', 'version': '0', 'active': 1, 'id': 5607}",9.518815,57,2025-08-28 08:33:54.309172,1.25,0,1.0,1,1,Required,,,0,2025-08-25 11:18:27.593672,2025-08-26,,800,,,2025-08-25 11:18:27.593672,9,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'base_style': '1924', 'foreign_id': 4991, 'active': 1, 'id': 3132}",,34109,,6581,1,,,lbs,2025-09-26,9
K2508077,,72,Open,750,,,9046.0,,,"{'foreign_id': 8501, 'roll_size': '250', 'created_time': '14:38:28.589309', 'target_yard_cut_wt': '15.00', 'price': '0.85', 'modified': '2025-09-04 13:36:53.196793', 'active': 1, 'id': 6332, 'version': '1B', 'created_date': '2025-08-19', 'act_yard_cut_wt': '17.55', 'knit_style_base': 2725}",2.54499,194,2025-09-03 14:21:12.545664,0.85,0,,1,19,Complete,,22.9,768,2025-08-22 11:28:31.981894,2025-08-25,,0,,,2025-08-22 11:28:31.981894,72,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4139A', 'active': 1, 'id': 2725, 'foreign_id': 4448}",,34086,790.9,6580,1,2025-09-05,,lbs,2025-09-05,72
K2508076,,72,Open,1500,,,9045.0,,,"{'roll_size': '250', 'foreign_id': 8505, 'price': '0.85', 'modified': '2025-09-04 13:12:05.110316', 'created_time': '10:48:50.637651', 'target_yard_cut_wt': '18.25', 'version': '1AT', 'created_date': '2025-08-22', 'id': 6336, 'active': 1, 'knit_style_base': 250, 'act_yard_cut_wt': '21.05'}",2.10848,199,2025-09-04 17:06:13.665984,0.85,0,,1,19,Complete,,87.5,1403.1,2025-08-22 11:14:24.469183,2025-08-25,,96.9000000000001,,,2025-08-22 11:14:24.469183,72,"{'foreign_id': 831, 'id': 250, 'active': 1, 'base_style': 'CT2222', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,34084,1490.6,6579,1,2025-09-12,,lbs,2025-09-12,72
K2508075,,72,Open,8500,,45432,9044.0,,,"{'created_time': '11:07:12.510032', 'target_yard_cut_wt': '19', 'price': '0.85', 'modified': '2025-09-08 16:43:05.495307', 'foreign_id': 8074, 'roll_size': '250', 'act_yard_cut_wt': '18.85', 'knit_style_base': 2991, 'active': 1, 'id': 5978, 'version': '1T', 'created_date': '2025-03-06'}",2.49394,197,2025-09-12 22:51:12.602266,0.85,0,,1,19,Required,,265.3,746,2025-08-22 11:10:12.207924,2025-08-27,,7754,,,2025-08-22 11:10:12.207924,72,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B4125A', 'foreign_id': 4806, 'active': 1, 'id': 2991}",,34083,17.3,6578,1,2025-10-31,746,lbs,2025-10-31,5
K2508074,,72,Open,1000,,45390,9043.0,,,"{'roll_size': '250', 'foreign_id': 8469, 'price': '1.25', 'modified': '2025-08-21 16:10:55.637199', 'created_time': '13:33:55.13273', 'target_yard_cut_wt': '26.00', 'version': '3CEL', 'created_date': '2025-08-11', 'id': 6305, 'active': 1, 'knit_style_base': 1495, 'act_yard_cut_wt': '29.15'}",2.87499,221,2025-09-03 21:16:10.266054,1.20,0,,1,19,Complete,,44.6,655.5,2025-08-21 16:14:36.388713,2025-08-22,,344.5,,,2025-08-21 16:14:36.388713,72,"{'active': 1, 'id': 1495, 'foreign_id': 2853, 'base_style': 'CEE3267', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,34079,700.1,6577,1,2025-08-29,,lbs,2025-08-29,72
K2508073,,72,Open,2750,,,9042.0,,,"{'target_yard_cut_wt': '26.40', 'created_time': '15:43:38.162484', 'modified': '2025-09-11 11:42:52.182184', 'price': '0.85', 'foreign_id': 8504, 'roll_size': '250', 'act_yard_cut_wt': '26.00', 'knit_style_base': 2999, 'id': 6335, 'active': 1, 'created_date': '2025-08-21', 'version': '1H'}",4.39475,195,2025-09-12 10:56:09.585662,0.85,0,,1,19,Complete,,12.7,2401,2025-08-21 15:47:08.459959,2025-08-25,,349,,,2025-08-21 15:47:08.459959,72,"{'active': 1, 'id': 2999, 'foreign_id': 4821, 'base_style': 'C1B4374A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,34075,1896.7,6576,1,2025-09-12,517,lbs,2025-09-12,72
K2508072,,9,Open,150,,,,ML81924-H,,"{'act_yard_cut_wt': '11.00', 'knit_style_base': 3287, 'active': 1, 'id': 5874, 'version': '0', 'created_date': '2024-09-18', 'created_time': '09:37:23.286787', 'target_yard_cut_wt': '14.00', 'price': '0.50', 'modified': '2025-08-25 12:48:50.606575', 'foreign_id': 7677, 'roll_size': '30'}",0.22562,65,2025-08-26 19:26:10.741144,0.50,0,4.0,1,1,Required,,5.3,138.2,2025-08-21 13:39:44.788745,2025-08-25,,11.8,,,2025-08-21 13:39:44.788745,9,"{'foreign_id': 5008, 'active': 1, 'id': 3287, 'base_style': 'CF5430', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY'}",,34069,143.5,6575,1,,,lbs,2025-09-05,9
K2508071,,9,Open,3600,,,,ML81924-H,,"{'active': 1, 'id': 5875, 'created_date': '2024-12-03', 'version': '0', 'act_yard_cut_wt': '10.15', 'knit_style_base': 3289, 'foreign_id': 7893, 'roll_size': '50', 'target_yard_cut_wt': '10.00', 'created_time': '16:01:26.261629', 'modified': '2025-06-26 16:24:19.368616', 'price': '0.50'}",0,58,2025-09-10 15:31:19.177802,0.50,0,4.0,1,1,Required,,,3459.9,2025-08-21 13:38:37.441771,2025-09-15,,140.1,,,2025-08-21 13:38:37.441771,9,"{'id': 3289, 'active': 1, 'foreign_id': 5157, 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5459'}",,34067,2382.0,6574,1,,1077.9,lbs,2025-09-26,9
K2508069,,9,Open,3600,,,9036.0,250277,,"{'created_time': '12:59:39.688667', 'target_yard_cut_wt': '10.00', 'price': '0.55', 'modified': '2025-08-27 11:18:53.884527', 'foreign_id': 8508, 'roll_size': '50', 'act_yard_cut_wt': '8.24', 'knit_style_base': 1774, 'active': 1, 'id': 6339, 'version': 'R', 'created_date': '2025-08-25'}",1.85,94,2025-09-11 13:26:19.258682,0.55,0,4.0,1,1,Required,,47.7,1785.3,2025-08-21 11:26:43.916463,2025-09-01,,1814.7,,,2025-08-21 11:26:43.916463,9,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'base_style': '1945', 'foreign_id': 3232, 'active': 1, 'id': 1774}",,34058,1232.3,6572,1,,588.1,lbs,2025-09-26,9
K2508068,,9,Open,4872,,,9035.0,250274,,"{'id': 6340, 'active': 1, 'version': 'R', 'created_date': '2025-08-25', 'act_yard_cut_wt': '15.60', 'knit_style_base': 1662, 'foreign_id': 8509, 'roll_size': '58', 'created_time': '13:00:39.233336', 'target_yard_cut_wt': '17.25', 'price': '0.60', 'modified': '2025-08-27 11:17:15.193741'}",0.68894,39,2025-09-05 15:26:37.279325,0.60,0,4.0,1,1,Required,,38.2,3489.3,2025-08-21 09:12:44.132513,2025-08-25,,1382.7,,,2025-08-21 09:12:44.132513,9,"{'foreign_id': 3065, 'id': 1662, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'base_style': '2094'}",,34054,3527.5,6571,1,,,lbs,2025-09-12,9
K2508067,,52,Open,4000,,,9033.0,,,"{'roll_size': '250', 'foreign_id': 8503, 'modified': '2025-08-21 10:35:34.039565', 'price': '0.85', 'target_yard_cut_wt': '28.60', 'created_time': '10:52:04.041396', 'created_date': '2025-08-20', 'version': '1E', 'active': 1, 'id': 6334, 'knit_style_base': 3255, 'act_yard_cut_wt': '27.20'}",1.42521,,2025-09-05 17:06:20.573068,0.85,0,,1,19,,,,2326,2025-08-20 15:26:11.734646,,,1674,,,2025-08-20 15:26:11.734646,52,"{'foreign_id': 5148, 'id': 3255, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B4584A'}",,34047,2326,6570,1,,,lbs,2025-11-20,52
K2508066,,10,Open,1400,,,9032.0,4500226868,,"{'id': 5935, 'active': 1, 'created_date': '2025-02-07', 'version': '1', 'act_yard_cut_wt': '15.60', 'knit_style_base': 2519, 'foreign_id': 8020, 'roll_size': '50', 'target_yard_cut_wt': '16.50', 'created_time': '09:01:07.648032', 'modified': '2025-04-21 15:45:48.072651', 'price': '1.00'}",2.47644,,2025-09-13 00:15:38.607271,1.00,0,4.0,1,2,,STHS / 14 PC Lots,60.1,1393.8,2025-08-20 11:56:43.153435,,,55.7,,,2025-08-20 11:56:43.153435,10,"{'foreign_id': 4171, 'active': 1, 'id': 2519, 'base_style': '125792', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'STHS - STRAEHLE + HESS USA', 'created_time': None}",,34041,,6569,1,,1393.8,lbs,2025-09-12,10
K2508065,,72,Open,1000,,,9031.0,,,"{'active': 1, 'id': 6331, 'created_date': '2025-08-19', 'version': '2', 'act_yard_cut_wt': '24.55', 'knit_style_base': 1128, 'foreign_id': 8500, 'roll_size': '250', 'target_yard_cut_wt': '22.60', 'created_time': '10:21:25.927849', 'modified': '2025-09-05 10:30:40.17586', 'price': '0.85'}",2.17504,,2025-09-09 14:36:12.83655,0.85,0,,1,19,Required,,20.7,971,2025-08-20 09:37:18.094033,,,29,,,2025-08-20 09:37:18.094033,72,"{'foreign_id': 2317, 'active': 1, 'id': 1128, 'base_style': 'CT2876', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,34034,991.7,6568,1,2025-09-19,,lbs,2025-09-19,72
